"ts_code","trade_date","close","turnover_rate","turnover_rate_f","volume_ratio","pe","pe_ttm","pb","ps","ps_ttm","dv_ratio","dv_ttm","total_share","float_share","free_share","total_mv","circ_mv"
"600017.SH","20260309","3.16","1.4788","2.6626","0.72","14.841","17.8511","0.6966","1.1494","1.2394","3.7658","3.7658","307565.3888","307565.3888","170823.63","971906.6286","971906.6286"
"688570.SH","20260309","18.64","0.4654","0.701","0.8","23.7683","82.3431","1.8762","4.3374","4.9874","1.7704","1.7704","43300","18820","12494.5","807112","350804.8"
"300570.SZ","20260309","120.78","10.3783","12.856","0.92","105.0016","73.0004","16.5222","19.91","16.3655","0.6624","0.6624","22712.6867","19219.3023","15515.2472","2743238.2996","2321307.3318"
"601038.SH","20260309","14.44","1.3221","5.2801","0.93","17.5976","19.901","2.0694","1.363","1.4926","2.5481","2.5481","112364.5275","73170.5275","18321.9422","1622543.7771","1056582.4171"
"600313.SH","20260309","8.52","15.0458","24.986","0.84","211.0365","184.9482","4.1655","1.7787","1.5914","","","116137.3969","108219.8663","65166.6375","989490.6216","922033.2609"
"002649.SZ","20260309","12.76","2.5165","2.5737","0.74","60.1004","57.8992","1.7585","1.0827","1.103","1.3401","1.3401","58534.4532","54854.337","53635.4791","746899.6228","699941.3401"
"000672.SZ","20260309","14","2.1426","5.1077","0.93","21.6296","18.0706","1.5297","2.491","2.5943","4.4258","4.4258","96939.545","96939.545","40664.8803","1357153.63","1357153.63"
"688083.SH","20260309","59.75","1.7637","3.0532","1.21","158.4691","470.769","3.7785","11.4141","11.3367","0.5954","0.5954","16964.6246","16964.6246","9800.0242","1013636.3199","1013636.3199"
"000892.SZ","20260309","6.62","4.2638","5.8679","0.67","","","7.6886","16.8732","11.3139","","","98098.0473","71083.6454","51651.4487","649409.0731","470573.7325"
"600839.SH","20260309","9.98","3.883","5.0576","1.34","65.4849","33.7069","2.9794","0.4443","0.4255","0.501","0.501","461624.4222","461495.8631","354314.5069","4607011.7336","4605728.7137"
"603063.SH","20260309","31.8","8.3811","10.3476","1.78","33.0496","27.9157","2.9397","3.9003","3.4669","0.3726","0.3726","45789.208","45789.208","37087.268","1456096.8144","1456096.8144"
"688548.SH","20260309","25.04","6.7451","6.7451","1.28","133.2391","115.4644","5.5073","15.7063","13.6268","0.3314","0.3314","131939.8521","69120.9002","69120.9002","3303773.8966","1730787.341"
"000659.SZ","20260309","4.01","4.9845","5.9134","1.82","","","30.327","5.1197","5.1763","","","128570.252","128570.252","108374.1312","515566.7105","515566.7105"
"300076.SZ","20260309","7.69","2.1737","3.0927","0.71","","","3.6253","23.1671","26.9847","","","42400","42400","29800.4","326056","326056"
"600658.SH","20260309","5.1","0.9157","1.7479","0.74","","","1.0289","2.7017","4.0944","","","111858.5045","111858.5045","58603.2353","570478.373","570478.373"
"002697.SZ","20260309","5.69","1.9891","3.0305","0.74","14.8482","15.0608","1.6502","0.7644","0.8176","2.0211","2.0211","136000","114490.25","75147.515","773840","651449.5225"
"002376.SZ","20260309","7.58","1.5918","2.246","0.62","126.587","87.1465","1.6215","2.5856","2.3084","2.5836","2.5836","81056.2541","78130.9703","55374.7451","614406.4061","592232.7549"
"300661.SZ","20260309","64.51","2.318","3.5039","0.87","79.7008","71.3776","8.1279","11.9123","10.7677","0.2384","0.2384","61804.6305","59275.0027","39212.6138","3987016.7136","3823830.4242"
"002515.SZ","20260309","5.85","2.697","2.9916","1.56","113.9095","130.3314","2.7127","20.5946","23.0109","0.5128","0.5128","121061.4164","121059.9674","109137.4995","708209.2859","708200.8093"
"002906.SZ","20260309","30.9","2.2024","5.1069","1.2","24.9016","21.6838","2.3944","1.5968","1.3397","1.5534","1.5534","52491.9041","52472.9583","22629.4742","1621999.8367","1621414.4115"
"600939.SH","20260309","3.23","0.9485","3.1706","0.97","","","0.8188","0.2254","0.2406","","","190247.4944","190247.4944","56912.3202","614499.4069","614499.4069"
"603103.SH","20260309","24.98","1.9232","16.4381","0.93","99.504","99.504","12.7956","6.895","6.895","0.5604","0.5604","63420","63420","7420","1584231.6","1584231.6"
"301048.SZ","20260309","11.16","0.6636","2.6545","0.78","31.2284","28.2043","2.1706","1.9241","1.8306","0.5566","0.5566","53333.34","53333.34","13333.34","595200.0744","595200.0744"
"603686.SH","20260309","20.61","4.1872","5.044","0.93","58.8683","59.7375","2.5238","1.6989","1.7662","0.7666","0.7666","41543.0404","41543.0404","34485.9836","856202.0626","856202.0626"
"603879.SH","20260309","6.25","3.6998","5.5494","0.93","","","8.7589","6.0642","6.6362","","","35934.444","35934.444","23957.7696","224590.275","224590.275"
"300196.SZ","20260309","18.52","7.9304","10.1196","0.92","27.5472","22.9534","1.6236","2.8437","2.4271","1.5993","1.5993","40871.6884","24692.4588","19350.5985","756943.6692","457304.337"
"002768.SZ","20260309","52.3","2.4517","3.6645","1.32","23.2937","18.9076","2.4629","0.8197","0.7665","0.523","0.523","30125","17674.8125","11824.8125","1575537.5","924392.6938"
"301566.SZ","20260309","22.89","9.0196","9.0196","1.01","80.4795","60.2881","6.3637","28.3175","25.5851","0.3932","0.3932","40001","20750.0808","20750.0808","915622.89","474969.3495"
"688306.SH","20260309","9.91","0.6713","1.6547","0.72","1484.8475","998.1535","6.3654","4.5731","4.7181","","","122828.28","122828.28","49828.9249","1217228.2548","1217228.2548"
"002135.SZ","20260309","6.63","3.974","6.9622","0.99","38.8335","94.7973","1.1737","0.6579","0.8342","1.0558","1.0558","111551.8269","104386.7851","59583.9977","739588.6123","692084.3852"
"003013.SZ","20260309","14.41","0.5711","2.5679","1.01","13.2296","12.0054","1.9016","2.3683","2.3544","3.0116","3.0116","45163.1016","39994.7088","8894.398","650800.2941","576323.7538"
"000526.SZ","20260309","34.88","1.07","1.6922","0.73","23.6553","18.0818","4.2623","1.5258","1.3485","","","12186.1109","11945.9459","7553.4934","425051.5482","416674.593"
"600353.SH","20260309","17.2","3.4647","5.9683","0.85","139.3064","116.328","7.6363","8.9984","8.6583","0.3488","0.3488","82997.6239","82881.1159","48113.8997","1427559.1311","1425555.1935"
"600750.SH","20260309","25.1","0.9138","1.6194","1.01","20.2411","17.6068","4.5753","3.5969","3.781","4.7762","4.7762","63561.3289","62868.5365","35476.9329","1595389.3554","1578000.2662"
"002921.SZ","20260309","25.99","6.3922","8.2815","0.84","","","2.9252","3.6015","3.4572","","","14897.0127","12850.163","9918.5535","387173.3601","333975.7364"
"002328.SZ","20260309","6.84","3.6114","4.0858","1.05","34.2954","35.3707","1.5882","1.0521","1.2515","2.076","2.076","77177","57079.1896","50452.6896","527890.68","390421.6569"
"002024.SZ","20260309","1.51","0.2284","0.6361","0.93","22.9111","165.1181","1.1114","0.2463","0.2459","","","926476.7618","925444.1318","332260.5471","1398979.9103","1397420.639"
"603806.SH","20260309","17.42","1.3584","3.5683","0.91","34.755","61.65","2.8587","2.3734","2.8833","1.491","1.491","260873.9191","260873.9191","99312.2905","4544423.6707","4544423.6707"
"000563.SZ","20260309","3.52","1.0237","1.8139","0.77","12.5657","12.5657","0.9503","6.097","6.097","2.2727","2.2727","511397.0358","511397.0358","288624.8934","1800117.566","1800117.566"
"301255.SZ","20260309","26.25","3.4115","3.4115","0.91","76.9653","96.4397","3.8046","9.3418","9.2396","0.5442","0.5442","15232","3808","3808","399840","99960"
"002766.SZ","20260309","5.47","2.3057","4.4244","0.79","78.6386","292.3512","4.1059","3.3792","4.7674","","","86355.3124","85524.6484","44570.8261","472363.5588","467819.8267"
"002115.SZ","20260309","13.65","7.0041","7.7568","0.7","","","5.3366","1.0111","1.1436","","","81099.1332","75219.5532","67920.2977","1107003.1682","1026746.9012"
"300904.SZ","20260309","60.04","3.5093","3.5093","0.96","","","6.5944","12.5898","6.6224","","","7238.3232","2198.3232","2198.3232","434588.9249","131987.3249"
"688700.SH","20260309","38.38","4.1927","6.3149","1.5","165.3265","88.5009","6.2109","15.2702","10.3421","0.2602","0.2602","29840.136","29840.136","19812.0874","1145264.4197","1145264.4197"
"002408.SZ","20260309","6.33","3.7458","8.3163","1.53","568.0368","","1.579","0.7136","0.7176","0.4701","0.4701","284285.1691","275109.5708","123913.1545","1799525.1204","1741443.5832"
"301488.SZ","20260309","136.1","5.2118","5.3149","0.99","124.0806","132.3263","9.3697","8.887","7.273","0.3674","0.3674","9200","2341.2188","2295.8288","1252120","318639.8787"
"603208.SH","20260309","14.26","1.4749","3.6438","0.74","23.2075","","2.0992","0.842","1.2461","1.3227","1.3227","17717.2674","17717.2674","7171.6648","252648.2331","252648.2331"
"688122.SH","20260309","83.2","2.4636","3.6687","0.77","67.4985","64.3125","7.5857","11.7187","10.3207","0.9014","0.7813","64966.4497","64966.4497","43626.2684","5405208.615","5405208.615"
"920227.BJ","20260309","68.2","4.0463","6.6284","1.02","63.5635","60.9311","6.3835","18.0053","17.1044","1.4663","1.4663","3894.15","1771.8217","1081.6034","265581.03","120838.2399"
"688681.SH","20260309","20.84","3.9935","6.1437","1.25","71.5251","46.4137","3.5552","5.1917","4.3152","0.474","0.474","10467","10467","6803.8385","218132.28","218132.28"
"002935.SZ","20260309","19.94","2.0138","3.5329","0.83","131.7284","133.219","5.3441","8.7691","9.1594","0.2522","0.2522","42410.2508","41509.0883","23660.9251","845660.401","827691.2207"
"600496.SH","20260309","4.3","1.9215","2.7333","1.63","16.7244","13.6723","0.931","0.4628","0.4074","1.8605","1.8605","199012.4965","199012.4965","139905.6239","855753.735","855753.735"
"300966.SZ","20260309","20.55","2.6623","3.549","0.99","","","3.0571","4.4149","3.7827","","","11528.1113","7636.8263","5728.7788","236902.6872","156936.7805"
"920685.BJ","20260309","13.96","1.3731","1.7367","0.76","30.6902","36.3142","2.2879","7.6004","7.5277","1.2522","1.2522","9151.5941","5490.39","4340.9983","127756.2536","76645.8444"
"300504.SZ","20260309","15.66","3.2573","5.9235","0.66","","","2.0016","2.4015","3.262","","","27102.458","21825.1531","12001.6486","424424.4923","341781.8975"
"002223.SZ","20260309","36.37","0.8656","1.4242","0.89","20.1917","20.9523","2.7789","4.8191","4.5108","2.1996","2.1996","100247.6929","94015.8164","57138.8717","3646008.5908","3419355.2425"
"002036.SZ","20260309","10.45","5.9519","6.5186","0.82","","","5.1432","1.08","1.2313","","","105540.4773","105341.4492","96183.018","1102897.9878","1100818.1441"
"688207.SH","20260309","16.99","4.286","5.7906","1.56","","","2.3684","37.5296","28.3044","","","25897.3147","25897.3147","19168.6567","439995.3768","439995.3768"
"002401.SZ","20260309","16.15","1.4508","2.8449","0.49","47.0372","","3.673","3.3411","3.4327","0.805","0.805","37166.844","37136.394","18937.954","600244.5306","599752.7631"
"688137.SH","20260309","41.05","2.4944","3.6136","1.28","","","1.4147","22.584","19.0132","","","7017.5439","3267.5439","2255.5439","288070.1771","134132.6771"
"600644.SH","20260309","13.6","12.3886","24.3727","0.85","348.449","336.085","3.8012","2.4613","2.3166","","","57832.0818","57832.0818","29395.9569","786516.3125","786516.3125"
"301160.SZ","20260309","63.38","2.2151","2.5835","0.65","34.7785","32.7723","4.397","4.8455","4.7485","1.0744","1.0744","11355.5818","7392.923","6338.7146","719716.7745","468563.4597"
"600160.SH","20260309","40.97","1.1458","2.4685","1","56.4464","28.0016","5.5447","4.5216","4.1042","0.5614","1.0007","269974.6081","269974.6081","125311.1586","11060859.6939","11060859.6939"
"002843.SZ","20260309","26.66","26.9317","46.9359","0.99","133.1102","158.6921","4.7421","3.8772","4.3054","0.3751","0.3751","25173.7562","25079.2562","14390.4109","671132.3403","668612.9703"
"603803.SH","20260309","10","2.3252","4.1251","0.96","","","2.7053","3.0737","3.5462","","","42488.3557","42488.3557","23949.2352","424883.557","424883.557"
"600617.SH","20260309","3.61","8.6343","21.9733","1.48","","","2.0586","0.4314","0.4435","","","192919.1776","177554.2689","69769.0395","696438.2311","640970.9107"
"001395.SZ","20260309","42.17","1.4361","1.7105","0.72","23.7882","19.7955","3.073","4.2539","4.5946","1.4702","1.4702","8724","4689","3936.7359","367891.08","197735.13"
"600382.SH","20260309","9.09","3.2549","5.3386","1.07","1146.109","29.1174","2.3275","14.6842","7.5648","1.0271","3.0813","69440.8089","69440.8089","42337.152","631216.9529","631216.9529"
"603725.SH","20260309","9.82","2.9015","4.8137","1.08","29.6392","25.3173","3.6183","0.9656","0.9424","1.0061","1.0061","30485.768","28665.768","17278.6403","299370.2418","281497.8418"
"300689.SZ","20260309","48.17","2.7373","5.6061","0.89","481.1656","236.1068","8.0631","15.4598","13.2211","","","11560","10118.2174","4940.4883","556845.2","487394.5322"
"002046.SZ","20260309","50.45","3.9777","7.8975","0.72","96.6915","96.1387","6.2506","10.1802","8.594","0.4163","0.4163","53626.6835","52878.6812","26633.4154","2705466.1826","2667729.4665"
"000598.SZ","20260309","7.02","1.0305","2.4063","0.66","10.4942","10.4519","1.0621","2.315","2.3102","2.6642","2.6642","298400.8721","297922.7721","127590.9791","2094774.1221","2091417.8601"
"920374.BJ","20260309","22.84","3.7594","4.3162","1.72","82.8778","119.5191","7.1201","9.4224","7.5803","0.4766","0.4766","8151.8","3411.3551","2971.3022","186187.112","77915.3505"
"002706.SZ","20260309","11.73","4.9737","5.5293","1.08","42.2099","43.1014","3.2371","3.1087","2.8516","1.8112","1.8112","112312.502","91498.959","82303.7979","1317425.6485","1073282.7891"
"300691.SZ","20260309","17.32","4.2897","5.7116","0.83","120.8394","","2.8927","2.4785","2.3441","0.4619","0.4619","26904.8766","22073.812","16578.4971","465992.4627","382318.4238"
"300563.SZ","20260309","33.5","4.7422","5.4404","1.3","76.7103","93.1691","5.5215","6.9565","7.1281","0.6944","0.6944","18213.6526","12814.5793","11169.8966","610157.3621","429288.4066"
"301357.SZ","20260309","128.2","10.6418","10.6418","0.49","","1130.0344","10.7282","113.2795","66.8501","","","9520","2380","2380","1220464","305116"
"002725.SZ","20260309","16.29","7.6016","10.8064","0.53","88.3629","56.8578","4.0481","5.8869","6.1004","","","25600","21201.3809","14913.8789","417024","345370.4949"
"000010.SZ","20260309","4.26","6.5546","7.8596","0.52","277.9308","108.4765","15.001","5.8153","5.3639","","","114965.2292","84803.3335","70723.3271","489751.8764","361262.2007"
"603218.SH","20260309","14.41","1.331","3.2714","1.06","23.8009","26.916","1.4525","3.1617","2.3321","2.4023","2.4023","103034.125","102803.625","41826.6562","1484721.7413","1481400.2363"
"301312.SZ","20260309","87.51","14.0826","23.1994","1.18","178.2499","124.6752","8.608","19.1208","16.4529","0.3289","0.3289","12118.0612","6055.2765","3675.7112","1060451.5356","529897.2465"
"600036.SH","20260309","38.79","0.3717","0.6543","0.86","6.5926","6.514","0.9192","2.8987","2.8983","5.156","7.7675","2521984.5601","2062894.4429","1171836.1832","97827781.0863","80019675.4401"
"603790.SH","20260309","25.15","2.4509","6.2928","0.97","84.5215","83.9869","3.8186","5.6141","5.7624","0.4771","0.4771","19136","19136","7453.054","481270.4","481270.4"
"600853.SH","20260309","4.08","1.5671","2.8016","0.7","10.0185","10.2277","1.1635","0.2262","0.2339","0.9804","0.9804","101403.1746","101369.6046","56700.6016","413724.9524","413587.9868"
"002596.SZ","20260309","4.11","3.164","4.3965","0.87","","","7.058","3.6179","4.0627","","","114758.0518","114652.5268","82510.2626","471655.5929","471221.8851"
"603658.SH","20260309","34.92","0.3314","1.1453","0.74","16.7057","18.1766","2.2814","4.4628","4.7304","3.6082","3.6082","57142.4768","57142.4768","16534.6579","1995415.2899","1995415.2899"
"002912.SZ","20260309","30.8","1.7258","2.6057","0.71","87.7663","54.6386","3.2132","7.9872","7.4186","0.6494","0.6494","17075.2","16222.2011","10744.4016","525916.16","499643.7939"
"002227.SZ","20260309","10.48","8.2592","17.7715","3.1","","","2.7204","7.4602","8.3674","","","24780.617","24593.6766","11429.8261","259700.8662","257741.7308"
"300822.SZ","20260309","15.93","1.0658","3.3103","0.79","89.8212","177.8637","3.9449","5.8291","5.8275","0.6246","0.6246","31153.62","28898.2037","9304.3545","496277.1666","460348.3849"
"601188.SH","20260309","3.59","2.0139","4.0598","0.78","30.7527","29.3427","1.0146","5.5308","5.2715","1.9777","1.9777","130546.9915","130546.9915","64759.1344","468663.6995","468663.6995"
"300983.SZ","20260309","27.62","1.297","2.8041","1.47","","","1.6839","22.3044","27.3136","","","17280","11828.2465","5470.9258","477273.6","326696.1683"
"301122.SZ","20260309","33.25","2.4628","4.2103","0.66","76.5564","1044.4577","2.2728","10.4788","11.9007","0.7519","0.7519","12224.5658","7564.0658","4424.5658","406466.8129","251505.1879"
"002010.SZ","20260309","6.39","1.3542","3.2948","1.01","116.4615","32.0383","0.9951","0.6615","0.6749","2.3474","2.3474","276403.0908","275706.0856","113318.5471","1766215.7502","1761761.887"
"601611.SH","20260309","17.23","4.3555","13.099","1.09","25.1564","30.2688","2.3896","0.4574","0.4784","0.6036","0.6036","301383.4212","301383.4212","100211.0724","5192836.3473","5192836.3473"
"600693.SH","20260309","12.86","2.4657","6.1737","0.65","257.2299","242.739","3.1657","6.1607","6.057","0.6221","0.6221","86984.6246","86895.2782","34704.5083","1118622.2724","1117473.2777"
"002940.SZ","20260309","30.42","1.7968","3.0489","0.67","76.3877","56.7723","3.898","3.9903","4.1703","0.719","0.719","20172.8186","18527.5467","10919.1248","613657.1418","563607.9706"
"000039.SZ","20260309","13.01","2.9445","3.8147","0.74","23.6032","25.8887","1.4437","0.3949","0.4233","1.3528","1.3528","539252.0385","230140.7141","177640.7141","7015669.0209","2994130.6904"
"002508.SZ","20260309","20.32","0.477","1.0048","0.6","12.1727","12.5289","1.6823","1.7125","1.7254","4.9213","4.9213","94493.8916","93355.1787","44316.1702","1920115.8773","1896977.2312"
"603020.SH","20260309","10.43","0.8697","1.3179","0.73","25.1274","21.9309","1.2088","1.4895","1.6169","1.6916","1.6916","38323.7774","38323.7774","25290.3508","399716.9983","399716.9983"
"688809.SH","20260309","354.65","11.5559","11.5559","0.92","197.1205","115.4547","11.2804","71.6418","45.3987","","","12955.93","2435.3009","2435.3009","4594820.5745","863679.4642"
"300515.SZ","20260309","19.97","3.14","6.1934","2.64","28.6863","22.4144","4.4162","7.1263","6.227","1.4658","1.4658","20575.45","20176.1275","10229.0965","410891.7365","402917.2662"
"688562.SH","20260309","20.76","3.2177","3.2177","0.72","","","4.812","7.1407","6.827","","","40000","17302","17302","830400","359189.52"
"301338.SZ","20260309","182","8.3864","13.6318","0.67","274.6151","131.0777","12.3674","22.6065","18.3701","0.1099","0.1099","10640","5915","3638.965","1936480","1076530"
"000911.SZ","20260309","7.38","8.958","19.1448","1.75","108.0652","58.785","24.6113","0.9086","1.0375","","","40031.9818","40031.9818","18731.2137","295436.0257","295436.0257"
"002980.SZ","20260309","35.6","23.3103","37.3468","0.9","48.71","72.1627","6.247","8.3501","8.6812","1.459","1.459","18940.116","10138.9944","6328.3389","674268.1296","360948.2006"
"600425.SH","20260309","4.59","1.8073","2.9672","0.87","20.8263","28.2025","1.1269","1.7018","1.8728","2.1786","2.1786","160470.3707","160470.3707","97742.244","736559.0015","736559.0015"
"002606.SZ","20260309","14.08","15.006","20.8271","1.07","29.2834","36.1625","3.3977","4.1324","3.9676","0.218","0.218","43907.322","42114.2055","30343.3746","618215.0938","592968.0134"
"920703.BJ","20260309","15.39","4.5073","7.0247","0.98","15.0461","25.5974","2.0544","4.2879","6.2972","1.8565","1.8565","15072.4","7626.5147","4893.4896","231964.236","117372.0612"
"688750.SH","20260309","20.09","3.1294","4.5118","0.69","61.2441","156.7712","3.7714","11.4937","15.1309","0.4181","0.4181","46250","23291.8326","16155.2464","929162.5","467932.9169"
"603655.SH","20260309","38","1.0625","3.2837","0.71","144.2553","97.7259","7.2587","17.4093","15.3397","0.4955","0.4955","10600","10600","3430","402800","402800"
"603267.SH","20260309","57.52","5.0117","7.9684","0.79","86.4545","53.4386","3.0408","8.9098","7.5878","0.4684","0.4684","23108.0892","23108.0892","14533.6805","1329177.2908","1329177.2908"
"603008.SH","20260309","18.84","1.8007","2.8294","1","21.5244","20.0224","1.859","0.7949","0.7753","4.2699","4.2699","36829.2435","36829.2435","23438.2201","693862.9475","693862.9475"
"920118.BJ","20260309","24.85","6.8646","8.1341","2.46","17.9373","48.4293","2.2282","0.7933","0.7942","4.0241","4.0241","5089.6","3133.91","2644.7919","126476.56","77877.6635"
"301359.SZ","20260309","21.72","3.6339","6.308","1.11","56.9306","61.995","3.0939","8.2169","7.7723","1.6443","1.6443","12017.6","6839.6684","3940.2319","261022.272","148557.5976"
"603153.SH","20260309","16.4","1.4045","2.4184","0.84","19.6211","22.0441","1.8553","1.6191","1.467","1.5316","1.5316","40986.1106","13500","7840.3102","672172.2138","221400"
"002555.SZ","20260309","23.11","2.858","3.2499","0.95","19.1262","16.3848","3.9338","2.9313","3.0868","4.3026","4.3026","221223.7681","159896.7293","140614.2273","5112481.2808","3695213.4141"
"300830.SZ","20260309","14.15","16.3915","19.8412","0.85","554.4546","461.9321","4.681","14.5378","16.0599","0.1615","0.1615","45164.0747","33708.4772","27847.6647","639071.657","476974.9524"
"002811.SZ","20260309","14.73","4.5393","9.6579","0.96","47.5404","33.3782","3.2306","3.8216","3.3572","2.9751","2.9751","30797.0005","28311.2775","13306.437","453639.8174","417025.1176"
"301499.SZ","20260309","33.7","9.7127","9.7127","0.74","102.8444","88.0119","3.5937","5.5258","4.8391","0.362","0.362","13825.4866","3456.3717","3456.3717","465918.8984","116479.7263"
"002667.SZ","20260309","28","16.4712","20.9048","1.26","","","15.7806","13.6981","25.7075","","","26059.15","23661.1","18642.9007","729656.2","662510.8"
"002523.SZ","20260309","4.46","2.4358","3.5835","0.83","119.7676","52.5046","2.522","3.4075","3.0722","0.3363","0.3363","141664.08","141154.2683","95946.7355","631821.7968","629548.0366"
"600272.SH","20260309","13.09","1.1611","2.0942","0.59","98.2344","259.2382","4.4276","3.1429","2.9284","0.3","0.3","26265.1945","16000","8871.0217","343811.396","209440"
"600969.SH","20260309","10.74","3.9247","6.173","1.08","","","1.0918","0.9261","0.9804","","","37005.0484","37005.0484","23527.0749","397434.2198","397434.2198"
"300439.SZ","20260309","10.18","1.2295","1.619","0.83","15.1644","41.5469","1.3236","2.2454","2.659","1.3249","1.3249","38431.8815","29233.2051","22199.2258","391236.5537","297594.0279"
"600022.SH","20260309","1.69","1.5818","3.8297","0.83","","","0.9582","0.2202","0.2491","","","1069884.9554","1069884.9554","441891.4279","1808105.5746","1808105.5746"
"688146.SH","20260309","44.14","4.8561","4.8561","0.94","76.8873","67.3367","4.0536","12.1163","10.34","0.3919","0.3919","52941.1765","14497.0842","14497.0842","2336823.5307","639901.2966"
"688698.SH","20260309","74.7","2.4869","5.8088","0.9","65.2478","59.5749","6.9835","9.7474","8.2147","0.5553","0.5553","21402.2774","21402.2774","9162.9594","1598750.1218","1598750.1218"
"603363.SH","20260309","4.41","6.1099","9.4596","1.51","19.8139","6.3341","3.4349","1.31","1.4046","","","260296.1826","212941.0211","137536.8702","1147906.1653","939069.9031"
"300007.SZ","20260309","48.28","3.9773","4.42","0.94","206.1687","193.4303","5.4402","7.0969","6.6986","0.0829","0.0829","32744.5619","28329.5039","25492.0948","1580907.4485","1367748.4483"
"000595.SZ","20260309","6.35","1.263","2.3721","1.32","","707.3909","14.209","30.5114","13.1346","","","113865.6366","113865.6366","60624.0442","723046.7924","723046.7924"
"300856.SZ","20260309","13.27","1.4918","3.7625","1.34","11.2225","50.0049","2.3594","2.7735","4.1142","1.6148","1.6148","47568.7223","45973.5623","18228.3553","631236.9449","610069.1717"
"603283.SH","20260309","44.53","5.0759","8.2845","1.08","21.7857","25.1514","3.8243","2.9796","3.5577","0.9122","0.9122","27117.4033","27117.4033","16614.696","1207537.9689","1207537.9689"
"603381.SH","20260309","25.79","7.1688","9.8606","0.93","22.8214","66.5835","1.7108","0.7477","0.5322","2.1714","2.1714","23725.6326","14213.7686","10333.6725","611884.0648","366573.0922"
"002340.SZ","20260309","9.08","4.8128","5.2615","0.9","45.4116","37.819","2.2541","1.3957","1.2935","0.7262","0.7262","510333.3507","507565.996","464281.9697","4633826.8244","4608699.2437"
"688330.SH","20260309","54.97","7.4404","14.4989","1.52","34.5513","12.0475","1.7598","7.8632","11.8061","0.6128","0.6128","14000","14000","7184.3479","769580","769580"
"002927.SZ","20260309","21.89","8.7168","17.9148","1.14","130.7434","288.5927","4.7201","5.4772","5.6757","0.2284","0.2284","22319.218","22073.7832","10740.4767","488567.682","483195.1142"
"301392.SZ","20260309","121.25","14.1016","14.1016","2.01","178.0707","570.3879","16.7204","23.3038","30.8555","0.2474","0.2474","10000","4079.5911","4079.5911","1212500","494650.4209"
"002014.SZ","20260309","11.73","0.8327","1.9686","1.58","15.3597","15.2181","3.0609","2.0379","1.9459","7.6726","7.6726","61249.1866","60451.7085","25571.7685","718452.9588","709098.5407"
"300902.SZ","20260309","19.6","3.0491","4.6465","0.83","","","4.3406","11.5897","11.2002","","","18180.3369","12125.3174","7956.9017","356334.6032","237656.221"
"001213.SZ","20260309","4.22","0.5857","3.405","0.91","28.125","33.0927","0.9827","1.6646","1.5823","1.9194","1.9194","444444.4444","444444.4444","76444.4444","1875555.5554","1875555.5554"
"002851.SZ","20260309","120.69","4.3297","4.9901","0.93","160.9199","295.3789","7.8509","8.5874","7.7456","0.039","0.039","58149.5412","45795.9671","39734.8746","7018068.1274","5527115.2693"
"300447.SZ","20260309","20.74","7.8957","10.098","0.66","363.9346","","3.2399","7.1146","8.3002","0.2386","0.2386","31231.0375","20128.6915","15738.6715","647731.7178","417469.0617"
"600844.SH","20260309","3.54","18.917","26.5159","1.9","","","25.7552","4.6739","4.1331","","","101652.424","82273.0634","58695.4202","359849.581","291246.6444"
"600033.SH","20260309","3.76","1.2105","2.7454","0.69","13.2163","12.7528","0.8393","3.4102","3.3772","2.6596","2.6596","274440","274440","121003.1499","1031894.4","1031894.4"
"688398.SH","20260309","24.4","2.061","3.8872","0.97","53.0648","164.0953","3.9785","4.3862","4.1156","0.4077","0.4077","16781.4101","16781.4101","8897.6361","409466.4064","409466.4064"
"300498.SZ","20260309","17.04","2.1614","2.3933","1.69","12.2836","21.6585","2.7601","1.0812","1.0914","2.9252","2.9252","665392.7263","595254.1331","537591.0976","11338292.0562","10143130.428"
"601168.SH","20260309","31","2.4598","3.5615","0.94","25.1993","23.4916","4.2","1.4767","1.1965","3.2258","3.3548","238300","238300","164587.9952","7387300","7387300"
"301388.SZ","20260309","40.15","43.7436","43.7437","1.24","268.58","182.54","4.2114","8.7797","8.3875","0.2491","0.2491","10244.76","2735.6588","2735.65","411327.114","109836.7008"
"688133.SH","20260309","22.52","1.8273","2.5456","0.89","287.2214","","1.3368","1.2842","1.4725","0.3108","0.3108","16443.6977","16443.6977","11804.1659","370312.0722","370312.0722"
"002648.SZ","20260309","27.7","5.915","11.9319","2.29","15.3679","15.2119","2.9123","2.0441","1.9382","1.7986","1.7986","336864.569","336648.2485","166886.0266","9331148.5613","9325156.4835"
"920576.BJ","20260309","71.19","2.0999","8.2099","0.59","127.7514","351.7268","17.3694","14.8176","14.6072","0.2809","0.2809","10895","10712.7654","2740.0654","775615.05","762641.7688"
"603151.SH","20260309","18.95","1.4635","3.1418","0.9","64.637","28.5247","2.3896","1.2748","0.6396","1.0487","1.0487","17098.9","17098.9","7964.78","324024.155","324024.155"
"002785.SZ","20260309","44.15","4.3562","5.2752","0.62","","","11.274","7.8335","7.6833","","","22661.9695","19349.5023","15978.6662","1000525.9534","854280.5265"
"300209.SZ","20260309","8.85","8.7575","9.4249","1.52","144.7934","111.8571","8.2941","21.251","69.784","","","92863.6126","71187.6961","66146.447","821842.9715","630011.1105"
"600037.SH","20260309","7.78","1.5206","2.4524","1.05","","315.5654","0.8521","4.6791","4.878","0.347","0.347","139177.7884","139177.7884","86298.0171","1082803.1938","1082803.1938"
